Date,County,TotalBeds,AvailableBeds,HospitalCapacity,Hospitalized,ICU,Ventilated,AdmitPrevDay,DischPrevDay,DeltaAdmit
2020-08-22,PALM BEACH,4288,1384,0.32276119402985076,289,96,64,24,42,-18
2020-08-23,BROWARD,6816,1046,0.153462441314554,661,177,149,48,77,-29
2020-08-23,MIAMI-DADE,9590,2221,0.2315954118873827,1047,278,221,65,93,-28
2020-08-23,PALM BEACH,4288,1420,0.33115671641791045,273,91,62,24,26,-2
2020-08-24,BROWARD,6816,1090,0.15991784037558684,662,177,146,53,63,-10
2020-08-24,MIAMI-DADE,9590,2064,0.21522419186652764,1068,269,210,88,75,13
2020-08-24,PALM BEACH,4288,1416,0.3302238805970149,258,84,61,30,27,3
2020-08-25,BROWARD,6816,1014,0.1487676056338028,628,174,145,54,79,-25
2020-08-25,MIAMI-DADE,9590,2048,0.213555787278415,996,266,209,89,109,-20
2020-08-25,PALM BEACH,4288,1230,0.2868470149253731,257,89,58,27,26,1
2020-08-26,BROWARD,6816,939,0.13776408450704225,605,175,141,53,68,-15
2020-08-26,MIAMI-DADE,9590,2055,0.21428571428571427,966,253,206,86,110,-24
2020-08-26,PALM BEACH,4288,1256,0.292910447761194,268,95,59,29,20,9
2020-08-27,BROWARD,6816,915,0.13424295774647887,591,163,133,44,81,-37
2020-08-27,MIAMI-DADE,9590,2235,0.23305526590198122,934,240,194,103,113,-10
2020-08-27,PALM BEACH,4288,1286,0.29990671641791045,250,76,51,29,29,0
2020-08-28,BROWARD,6816,1104,0.1619718309859155,525,141,125,35,95,-60
2020-08-28,MIAMI-DADE,9590,2268,0.2364963503649635,891,227,188,76,114,-38
2020-08-28,PALM BEACH,4288,1279,0.2982742537313433,247,79,55,27,27,0
2020-08-29,BROWARD,6816,1114,0.16343896713615025,514,140,121,57,53,4
2020-08-29,MIAMI-DADE,9590,2417,0.25203336809176224,841,214,175,80,106,-26
2020-08-29,PALM BEACH,4288,1375,0.3206623134328358,203,79,54,18,31,-13
2020-08-30,BROWARD,6816,1155,0.1694542253521127,501,147,126,35,45,-10
2020-08-30,MIAMI-DADE,9590,2521,0.2628779979144943,832,213,169,57,87,-30
2020-08-30,PALM BEACH,4288,1345,0.3136660447761194,217,93,53,26,26,0
2020-08-31,BROWARD,6816,1151,0.16886737089201878,466,132,125,32,54,-22
2020-08-31,MIAMI-DADE,9590,2544,0.26527632950990615,830,213,169,65,56,9
2020-08-31,PALM BEACH,4288,1386,0.32322761194029853,208,76,47,25,15,10
2020-09-01,BROWARD,6816,1048,0.15375586854460094,465,126,112,42,68,-26
2020-09-01,MIAMI-DADE,9590,2337,0.24369134515119917,803,210,166,80,93,-13
2020-09-01,PALM BEACH,4288,1278,0.2980410447761194,228,72,46,27,30,-3
2020-09-02,BROWARD,6816,1037,0.15214201877934272,456,120,106,41,65,-24
2020-09-02,MIAMI-DADE,9590,2318,0.24171011470281542,762,200,169,85,117,-32
2020-09-02,PALM BEACH,4288,1255,0.29267723880597013,230,63,45,29,31,-2
2020-09-03,BROWARD,6816,1085,0.15918427230046947,431,117,104,29,44,-15
2020-09-03,MIAMI-DADE,9590,2263,0.2359749739311783,767,213,163,74,74,0
2020-09-03,PALM BEACH,4288,1232,0.2873134328358209,230,66,46,32,31,1
2020-09-04,BROWARD,6816,1122,0.16461267605633803,413,108,95,32,52,-20
2020-09-04,MIAMI-DADE,9590,2261,0.23576642335766423,750,212,157,92,76,16
2020-09-04,PALM BEACH,4288,1297,0.3024720149253731,208,63,46,32,37,-5
2020-09-05,BROWARD,6816,1170,0.17165492957746478,384,105,97,36,45,-9
2020-09-05,MIAMI-DADE,9590,2457,0.2562043795620438,707,198,149,74,102,-28
2020-09-05,PALM BEACH,4288,1323,0.308535447761194,186,53,41,19,31,-12
2020-09-06,BROWARD,6816,1210,0.17752347417840375,372,105,96,23,33,-10
2020-09-06,MIAMI-DADE,9590,2567,0.267674661105318,670,188,147,43,68,-25
2020-09-06,PALM BEACH,4288,1482,0.345615671641791,187,52,38,19,27,-8
2020-09-07,BROWARD,6816,1190,0.17458920187793428,370,99,89,19,33,-14
2020-09-07,MIAMI-DADE,9590,2562,0.2671532846715328,657,182,144,45,64,-19
2020-09-07,PALM BEACH,4288,1510,0.3521455223880597,183,46,36,16,15,1
2020-09-08,BROWARD,6816,1227,0.1800176056338028,365,92,85,32,47,-15
2020-09-08,MIAMI-DADE,9590,2565,0.26746611053180397,660,182,134,61,62,-1
2020-09-08,PALM BEACH,4288,1447,0.3374533582089552,176,45,29,20,26,-6
2020-09-09,BROWARD,6816,1102,0.16167840375586853,354,97,88,33,41,-8
2020-09-09,MIAMI-DADE,9590,2384,0.24859228362877997,650,173,145,63,85,-22
2020-09-09,PALM BEACH,4288,1314,0.3064365671641791,173,52,33,24,27,-3
2020-09-11,BROWARD,6816,1073,0.15742370892018778,330,94,81,30,58,-28
2020-09-11,MIAMI-DADE,9590,2297,0.23952033368091763,590,173,136,50,113,-63
2020-09-11,PALM BEACH,4288,1262,0.2943097014925373,163,53,36,23,23,0
2020-09-12,BROWARD,6816,1115,0.16358568075117372,311,92,79,34,52,-18
2020-09-12,MIAMI-DADE,9590,2442,0.2546402502606882,568,169,134,53,70,-17
2020-09-12,PALM BEACH,4288,1301,0.30340485074626866,165,64,36,28,26,2
2020-09-13,BROWARD,6816,1190,0.17458920187793428,307,88,74,24,36,-12
2020-09-13,MIAMI-DADE,9590,2557,0.26663190823774763,533,169,131,34,59,-25
2020-09-13,PALM BEACH,4288,1434,0.3344216417910448,165,63,39,24,17,7
2020-09-15,BROWARD,6816,1115,0.16358568075117372,281,78,68,15,32,-17
2020-09-15,MIAMI-DADE,9590,2498,0.26047966631908237,514,164,129,39,64,-25
2020-09-15,PALM BEACH,4288,1230,0.2868470149253731,166,60,39,28,23,5
2020-09-16,BROWARD,6816,1048,0.15375586854460094,274,82,65,24,39,-15
2020-09-16,MIAMI-DADE,9590,2399,0.2501564129301356,508,155,122,51,64,-13
2020-09-16,PALM BEACH,4288,1254,0.29244402985074625,172,54,34,28,21,7
2020-09-17,BROWARD,6816,1104,0.1619718309859155,259,73,61,29,39,-10
2020-09-17,MIAMI-DADE,9590,2333,0.24327424400417103,497,151,121,50,64,-14
2020-09-17,PALM BEACH,4288,1249,0.2912779850746269,159,53,32,26,20,6
2020-09-18,BROWARD,6816,1141,0.16740023474178403,268,72,59,24,31,-7
2020-09-18,MIAMI-DADE,9590,2346,0.2446298227320125,457,145,112,40,60,-20
2020-09-18,PALM BEACH,4288,1252,0.29197761194029853,165,56,35,32,25,7
2020-09-19,BROWARD,6816,1196,0.17546948356807512,252,70,62,30,39,-9
2020-09-19,MIAMI-DADE,9590,2579,0.2689259645464025,416,138,105,42,64,-22
2020-09-19,PALM BEACH,4288,1337,0.31180037313432835,142,51,29,27,25,2
2020-09-20,BROWARD,6816,1258,0.18456572769953053,260,67,63,13,31,-18
2020-09-20,MIAMI-DADE,9590,2735,0.2851929092805005,410,132,106,37,40,-3
2020-09-20,PALM BEACH,4288,1404,0.32742537313432835,163,52,28,21,17,4
2020-09-21,BROWARD,6816,1280,0.18779342723004694,265,73,56,25,24,1
2020-09-21,MIAMI-DADE,9590,2660,0.2773722627737226,410,128,107,25,29,-4
2020-09-21,PALM BEACH,4288,1371,0.3197294776119403,164,54,26,31,19,12
2020-09-22,BROWARD,6816,1196,0.17546948356807512,262,65,53,27,27,0
2020-09-22,MIAMI-DADE,9590,2466,0.2571428571428571,418,125,97,34,55,-21
2020-09-22,PALM BEACH,4288,1311,0.30573694029850745,159,51,29,31,20,11
2020-09-23,BROWARD,6816,1146,0.1681338028169014,250,67,53,22,32,-10
2020-09-23,MIAMI-DADE,9590,2459,0.2564129301355579,413,126,93,22,52,-30
2020-09-23,PALM BEACH,4288,1270,0.29617537313432835,141,50,29,15,35,-20
2020-09-24,BROWARD,6816,1092,0.1602112676056338,255,66,49,24,29,-5
2020-09-24,MIAMI-DADE,9590,2436,0.25401459854014596,381,114,85,35,60,-25
2020-09-24,PALM BEACH,4288,1247,0.2908115671641791,133,48,31,15,24,-9
2020-09-25,BROWARD,6816,1074,0.15757042253521128,239,65,46,22,32,-10
2020-09-25,MIAMI-DADE,9590,2418,0.2521376433785193,369,116,81,32,51,-19
2020-09-25,PALM BEACH,4288,1202,0.28031716417910446,130,48,32,20,21,-1
2020-09-25,BROWARD,6816,1130,0.1657863849765258,235,59,43,26,29,-3
2020-09-25,MIAMI-DADE,9590,3415,0.35610010427528677,365,121,78,38,54,-16
2020-09-25,PALM BEACH,4288,1400,0.32649253731343286,122,46,29,19,25,-6
2020-09-27,BROWARD,6816,1244,0.18251173708920188,219,56,45,17,25,-8
2020-09-27,MIAMI-DADE,9590,2541,0.26496350364963506,363,119,74,57,40,17
2020-09-27,PALM BEACH,4288,1447,0.3374533582089552,127,56,31,17,10,7
2020-09-29,BROWARD,6816,1109,0.16270539906103287,210,56,41,24,31,-7
2020-09-29,MIAMI-DADE,9590,2490,0.2596454640250261,364,114,70,46,37,9
2020-09-29,PALM BEACH,4288,1380,0.3218283582089552,126,46,26,16,16,0
2020-10-02,BROWARD,6816,1057,0.15507629107981222,223,49,37,20,32,-12
2020-10-02,MIAMI-DADE,9590,2316,0.24150156412930135,373,116,67,34,33,1
2020-10-02,PALM BEACH,4288,1273,0.296875,110,34,17,12,14,-2
2020-10-05,BROWARD,6816,1162,0.170481220657277,220,48,38,19,18,1
2020-10-05,MIAMI-DADE,9590,2616,0.27278415015641294,357,99,64,21,27,-6
2020-10-05,PALM BEACH,4288,1349,0.3145988805970149,102,33,16,14,7,7
2020-10-06,BROWARD,6816,1111,0.1629988262910798,233,47,31,30,25,5
2020-10-06,MIAMI-DADE,9590,2415,0.2518248175182482,366,103,61,42,37,5
2020-10-06,PALM BEACH,4288,1212,0.2826492537313433,105,36,19,16,7,9
2020-10-08,BROWARD,6816,995,0.1459800469483568,224,55,32,30,26,4
2020-10-08,MIAMI-DADE,9590,2173,0.22659019812304484,357,97,64,46,46,0
2020-10-08,PALM BEACH,4288,1159,0.27028917910447764,116,44,22,21,10,11
2020-10-09,BROWARD,6816,1045,0.15331572769953053,227,50,28,18,15,3
2020-10-09,MIAMI-DADE,9590,2330,0.2429614181438999,353,95,68,31,42,-11
2020-10-09,PALM BEACH,4288,1085,0.25303171641791045,115,40,17,19,11,8
2020-10-10,BROWARD,6816,1094,0.16050469483568075,218,48,27,21,25,-4
2020-10-10,MIAMI-DADE,9590,2296,0.23941605839416058,355,95,64,35,42,-7
2020-10-10,PALM BEACH,4288,1206,0.28125,117,41,17,21,20,1
2020-10-12,BROWARD,6816,1176,0.17253521126760563,198,47,29,15,22,-7
2020-10-12,MIAMI-DADE,9590,2471,0.2576642335766423,361,100,65,38,26,12
2020-10-12,PALM BEACH,4288,1302,0.30363805970149255,122,37,16,16,9,7
2020-10-14,BROWARD,6816,1011,0.1483274647887324,197,41,30,26,29,-3
2020-10-14,MIAMI-DADE,9590,2399,0.2501564129301356,353,98,62,25,53,-28
2020-10-14,PALM BEACH,4288,1208,0.28171641791044777,121,35,16,10,11,-1
2020-10-16,BROWARD,6816,1045,0.15331572769953053,199,47,31,24,33,-9
2020-10-16,MIAMI-DADE,9590,2301,0.23993743482794577,357,92,56,42,51,-9
2020-10-16,PALM BEACH,4288,1296,0.30223880597014924,108,36,15,18,19,-1
2020-10-17,BROWARD,6816,1060,0.15551643192488263,192,46,30,22,33,-11
2020-10-17,MIAMI-DADE,9590,2478,0.2583941605839416,352,92,57,40,51,-11
2020-10-17,PALM BEACH,4288,1462,0.34095149253731344,101,39,12,13,18,-5
2020-10-18,BROWARD,6816,1164,0.17077464788732394,196,42,29,25,39,-14
2020-10-18,MIAMI-DADE,9590,2703,0.2818561001042753,338,95,56,32,48,-16
2020-10-18,PALM BEACH,4288,1469,0.3425839552238806,103,31,10,16,10,6
2020-10-19,BROWARD,6816,1169,0.1715082159624413,205,45,29,22,26,-4
2020-10-19,MIAMI-DADE,9590,2560,0.2669447340980188,345,98,56,36,34,2
2020-10-19,PALM BEACH,4288,1458,0.3400186567164179,105,31,10,17,11,6
2020-10-20,BROWARD,6816,1071,0.15713028169014084,207,44,29,29,16,13
2020-10-20,MIAMI-DADE,9590,2431,0.25349322210636077,337,95,55,42,41,1
2020-10-20,PALM BEACH,4288,1380,0.3218283582089552,111,23,11,21,9,12
2020-10-22,BROWARD,6816,998,0.14642018779342722,205,42,31,29,27,2
2020-10-22,MIAMI-DADE,9590,2368,0.24692387904066737,376,96,55,34,48,-14
2020-10-22,PALM BEACH,4288,1247,0.2908115671641791,118,22,7,24,14,10
2020-10-23,BROWARD,6792,939,0.13825088339222616,207,44,28,23,39,-16
2020-10-23,MIAMI-DADE,9590,2415,0.2518248175182482,370,99,59,39,38,1
2020-10-23,PALM BEACH,4288,1270,0.29617537313432835,122,24,7,22,19,3
2020-10-24,BROWARD,6792,975,0.1435512367491166,219,42,27,25,32,-7
2020-10-24,MIAMI-DADE,9590,2599,0.27101147028154327,386,98,60,49,38,11
2020-10-24,PALM BEACH,4288,1360,0.31716417910447764,137,24,9,27,16,11
2020-10-25,BROWARD,6792,1082,0.15930506478209658,202,45,28,28,34,-6
2020-10-25,MIAMI-DADE,9590,2631,0.2743482794577685,389,96,58,39,37,2
2020-10-25,PALM BEACH,4288,1382,0.322294776119403,137,24,12,32,21,11
2020-10-26,BROWARD,6792,1098,0.16166077738515902,215,41,30,27,36,-9
2020-10-26,MIAMI-DADE,9590,2554,0.26631908237747653,407,95,60,39,27,12
2020-10-26,PALM BEACH,4288,1449,0.337919776119403,129,24,12,28,20,8
2020-10-27,BROWARD,6792,1009,0.14855712603062426,219,44,32,33,38,-5
2020-10-27,MIAMI-DADE,9590,2396,0.24984358706986445,424,103,64,52,40,12
2020-10-27,PALM BEACH,4288,1327,0.30946828358208955,143,28,13,21,23,-2
2020-10-28,BROWARD,6792,938,0.13810365135453476,224,49,36,35,40,-5
2020-10-28,MIAMI-DADE,9590,2328,0.2427528675703858,422,99,58,34,53,-19
2020-10-28,PALM BEACH,4288,1243,0.28987873134328357,143,25,14,16,22,-6
2020-10-29,BROWARD,6792,1021,0.1503239104829211,225,51,35,35,32,3
2020-10-29,MIAMI-DADE,9590,2328,0.2427528675703858,436,105,63,50,50,0
2020-10-29,PALM BEACH,4288,1227,0.28614738805970147,137,22,10,22,24,-2
2020-10-30,BROWARD,6792,985,0.14502355712603063,237,47,35,44,NA,NA
2020-10-30,MIAMI-DADE,9590,2357,0.24577685088633994,412,107,63,47,NA,NA
2020-10-30,PALM BEACH,4288,1212,0.2826492537313433,153,24,12,28,NA,NA
2020-10-31,BROWARD,6792,1107,0.16298586572438162,244,56,35,34,NA,NA
2020-10-31,MIAMI-DADE,9590,2535,0.2643378519290928,405,100,56,36,NA,NA
2020-10-31,PALM BEACH,4288,1219,0.28428171641791045,149,24,13,27,NA,NA
2020-11-01,BROWARD,6792,1181,0.17388103651354533,257,57,35,38,NA,NA
2020-11-01,MIAMI-DADE,9590,2686,0.28008342022940563,393,79,58,51,NA,NA
2020-11-01,PALM BEACH,4288,1336,0.31156716417910446,139,22,17,28,NA,NA
2020-11-02,BROWARD,6792,1155,0.1700530035335689,253,50,38,27,NA,NA
2020-11-02,MIAMI-DADE,9590,2632,0.27445255474452557,430,99,60,33,NA,NA
2020-11-02,PALM BEACH,4288,1344,0.31343283582089554,152,30,18,22,NA,NA
2020-11-04,BROWARD,6792,1061,0.15621319199057715,262,51,34,27,46,-19
2020-11-04,MIAMI-DADE,9590,2424,0.25276329509906154,434,104,58,42,55,-13
2020-11-04,PALM BEACH,4288,1215,0.2833488805970149,164,33,18,33,32,1
2020-11-05,BROWARD,6792,1045,0.15385747938751473,276,61,35,47,42,5
2020-11-05,MIAMI-DADE,9590,2402,0.25046923879040667,435,103,64,57,57,0
2020-11-05,PALM BEACH,4288,1204,0.28078358208955223,163,30,19,33,25,8
2020-11-06,BROWARD,6792,1038,0.15282685512367492,292,61,36,46,52,-6
2020-11-06,MIAMI-DADE,9590,2448,0.25526590198123045,420,103,65,50,70,-20
2020-11-06,PALM BEACH,4288,1470,0.34281716417910446,153,29,18,27,37,-10
2020-11-07,BROWARD,6792,1045,0.15385747938751473,279,59,35,51,58,-7
2020-11-07,MIAMI-DADE,9590,2485,0.2591240875912409,417,103,64,65,60,5
2020-11-07,PALM BEACH,4288,1227,0.28614738805970147,159,27,16,33,20,13
2020-11-08,BROWARD,6792,1140,0.16784452296819788,313,57,35,41,33,8
2020-11-08,MIAMI-DADE,9590,2635,0.27476538060479666,424,104,57,50,40,10
2020-11-08,PALM BEACH,4288,1302,0.30363805970149255,164,31,18,32,21,11
2020-11-09,BROWARD,6792,1122,0.16519434628975266,295,55,37,24,34,-10
2020-11-09,MIAMI-DADE,9590,2588,0.26986444212721583,468,113,64,41,27,14
2020-11-09,PALM BEACH,4288,1279,0.2982742537313433,191,30,17,39,16,23
2020-11-10,BROWARD,6792,1075,0.15827444051825676,307,63,42,50,40,10
2020-11-10,MIAMI-DADE,9590,2414,0.25172054223149115,473,105,65,56,61,-5
2020-11-10,PALM BEACH,4288,1201,0.2800839552238806,211,36,17,40,36,4
2020-11-11,BROWARD,6792,1037,0.1526796230859835,300,61,38,52,55,-3
2020-11-11,MIAMI-DADE,9590,2301,0.23993743482794577,492,111,69,55,59,-4
2020-11-11,PALM BEACH,4288,1077,0.2511660447761194,217,37,17,33,35,-2
2020-11-12,BROWARD,6792,951,0.14001766784452296,306,59,36,61,49,12
2020-11-12,MIAMI-DADE,9590,2225,0.23201251303441084,520,108,66,60,40,20
2020-11-12,PALM BEACH,4288,1098,0.2560634328358209,225,40,18,43,29,14
2020-11-13,BROWARD,6792,919,0.1353062426383981,322,55,35,52,49,3
2020-11-13,MIAMI-DADE,9590,2204,0.22982273201251305,519,108,61,53,67,-14
2020-11-13,PALM BEACH,4288,1086,0.25326492537313433,236,40,17,43,27,16
2020-11-14,BROWARD,6792,1032,0.1519434628975265,316,50,31,44,41,3
2020-11-14,MIAMI-DADE,9590,3414,0.3559958289885297,524,122,70,56,73,-17
2020-11-14,PALM BEACH,4288,1138,0.2653917910447761,232,45,19,48,42,6
2020-11-15,BROWARD,6792,1123,0.16534157832744406,302,45,30,35,53,-18
2020-11-15,MIAMI-DADE,9590,2554,0.26631908237747653,519,119,69,58,53,5
2020-11-15,PALM BEACH,4288,1246,0.2905783582089552,228,48,20,32,20,12
2020-11-17,BROWARD,6792,1105,0.1626914016489988,343,54,32,69,56,13
2020-11-17,MIAMI-DADE,9590,2260,0.23566214807090718,555,117,69,60,60,0
2020-11-17,PALM BEACH,4288,1136,0.26492537313432835,251,62,27,62,40,22
2020-11-18,BROWARD,6792,1064,0.15665488810365136,310,55,28,56,65,-9
2020-11-18,MIAMI-DADE,9590,2159,0.2251303441084463,556,117,64,64,80,-16
2020-11-18,PALM BEACH,4288,1097,0.255830223880597,243,61,26,43,33,10
2020-11-19,BROWARD,6792,1020,0.1501766784452297,329,50,29,46,38,8
2020-11-19,MIAMI-DADE,9590,2148,0.22398331595411888,555,134,71,69,87,-18
2020-11-19,PALM BEACH,4288,1150,0.2681902985074627,237,59,28,35,35,0
